year,selling_price,km_driven,mileage,engine,max_power,torque,max_torque_rpm,year2,m/m,name_BMW,name_Chevrolet,name_Ford,name_Honda,name_Hyundai,name_Mahindra,name_Maruti,name_Nissan,name_Rare,name_Renault,name_Skoda,name_Tata,name_Toyota,name_Volkswagen,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,seats_4,seats_5,seats_7,seats_8,seats_Rare
2008,11.082142548877775,100000,18.0,995,62.0,90.3,4200.0,4032064,11.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2019,13.122363377404328,10000,20.89,1197,81.8,113.0,4200.0,4076361,17.08802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.955272500339433,43526,16.0,2179,140.0,330.0,2800.0,4068289,22.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,12.676076274775909,55885,16.25,1198,75.0,110.0,3750.0,4048144,12.1875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.764217263576723,16034,21.7,1498,98.96,215.0,2500.0,4076361,21.474319999999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.429216196844383,156040,20.0,1399,68.0,160.0,2000.0,4048144,13.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2008,13.9108207377686,122000,18.48,1995,177.0,35.7,3000.0,4032064,32.7096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2017,13.304684934198283,20000,27.39,1248,74.0,190.0,2000.0,4068289,20.268600000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.142164043914272,46000,22.0,1197,81.8,113.0,4200.0,4068289,17.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.886641043883259,50000,15.41,1598,103.2,153.0,3800.0,4064256,15.903120000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2018,13.058358047428417,5000,21.79,998,67.05,90.0,3500.0,4072324,14.610194999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,12.429216196844383,42000,24.7,796,47.3,69.0,3500.0,4068289,11.6831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,11.77528972943772,68519,16.2,995,62.1,90.3,4200.0,4044121,10.0602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.716794585025117,30000,23.0,1498,98.96,205.0,3250.0,4076361,22.7608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,11.982929094215963,85000,20.0,1399,68.0,160.0,2000.0,4044121,13.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2010,11.002099841204238,100000,14.0,796,37.5,6.0,2500.0,4040100,5.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2014,12.89921982609012,100000,19.1,1197,85.8,114.0,4000.0,4056196,16.3878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.017002861746503,22966,23.84,1199,84.48,113.0,3300.0,4072324,20.140031999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.049792684569493,80000,15.96,2523,62.1,195.0,2200.0,4056196,9.91116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2012,12.691580461311874,80000,22.9,1248,74.0,190.0,2000.0,4048144,16.945999999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2014,12.429216196844383,2350,21.1,814,55.2,74.5,4000.0,4056196,11.6472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.072541252905651,50000,19.7,796,46.3,62.0,3000.0,4044121,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2010,12.072541252905651,58000,19.7,796,46.3,62.0,3000.0,4040100,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2006,11.918390573078392,80000,16.9,1497,100.0,13.5,4800.0,4024036,16.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.588609957772352,60000,16.5,1493,70.0,195.0,2200.0,4072324,11.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2019,13.592367006650065,35000,18.6,1197,81.86,117.0,4000.0,4076361,15.22596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.527828485512494,59872,15.96,2523,62.1,195.0,2200.0,4076361,9.91116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,11.982929094215963,110000,19.7,796,46.3,62.0,3000.0,4048144,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.458835614025542,91182,15.96,2523,62.1,195.0,2200.0,4064256,9.91116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,12.89921982609012,100000,21.27,1396,88.76,219.6,2750.0,4048144,18.879252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2002,10.596634733096073,80000,16.1,796,37.0,59.0,2500.0,4008004,5.957000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
2012,12.611537753638338,70000,21.12,1248,88.8,200.0,3000.0,4048144,18.75456,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2017,12.950388112664518,59500,23.1,998,67.04,90.0,3500.0,4068289,15.486240000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2000,11.289781913656018,100000,10.9,796,81.86,160.0,3000.0,4000000,8.92274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2016,13.764217263576723,45000,24.3,1248,88.5,200.0,1750.0,4064256,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.886641043883259,75500,23.0,1396,90.0,219.66895999999997,2750.0,4044121,20.700000000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2016,13.764217263576723,46000,24.3,1248,88.5,200.0,1750.0,4064256,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2013,12.506177237980511,60000,22.74,796,47.3,69.0,3500.0,4052169,10.756019999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2009,12.793859310432293,60000,15.0,1396,100.0,136.312435,4200.0,4036081,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2014,14.430696197054507,60000,13.0,2143,201.1,500.0,1800.0,4056196,26.142999999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2017,14.316285845876763,69123,17.1,1956,170.0,350.0,2500.0,4068289,29.070000000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.038979594549872,40523,18.5,1197,82.85,113.7,4000.0,4056196,15.32725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2019,15.643762663551355,7800,15.26,1798,187.74,320.0,4100.0,4076361,28.649124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2019,15.594353635259102,11500,15.26,1798,187.74,320.0,4100.0,4076361,28.649124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2019,15.690844950778233,23600,15.26,1798,187.74,320.0,4100.0,4076361,28.649124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2010,13.864300722133706,220000,11.5,2982,171.0,343.0,3400.0,4040100,19.665000000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2004,12.2783933071098,218000,19.369999999999997,1248,81.86,160.0,3000.0,4016016,15.856281999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2015,13.864300722133706,120000,15.1,2179,140.0,330.0,2800.0,4060225,21.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2018,13.592367006650065,25000,21.4,1197,83.1,115.0,4000.0,4072324,17.783399999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,13.180632285528304,42000,21.4,1197,83.1,115.0,4000.0,4068289,17.783399999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.017002861746503,80000,20.85,1197,83.14,115.0,4000.0,4060225,17.334690000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.367340793126296,60000,20.92,998,67.1,90.0,3500.0,4044121,14.037320000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,13.217673557208654,240000,23.4,1248,74.0,190.0,2000.0,4052169,17.316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,12.886641043883259,35000,14.3,1598,103.5,153.0,3800.0,4052169,14.800500000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2008,11.918390573078392,120000,12.2,1948,68.0,115.0,2500.0,4032064,8.296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2015,13.151922179645874,120000,20.34,1498,103.2,250.0,2500.0,4060225,20.99088,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2009,11.982929094215963,35000,19.81,1086,68.05,99.04,4500.0,4036081,13.480704999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2007,11.608235644774552,120000,19.7,796,46.3,62.0,3000.0,4028049,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2009,12.254862809699606,110000,19.369999999999997,1248,81.86,160.0,3000.0,4036081,15.856281999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.468436909997665,90000,16.2,1493,110.0,235.3596,3000.0,4044121,17.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2007,11.759785542901755,60000,19.7,796,46.3,62.0,3000.0,4028049,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2010,12.611537753638338,50000,15.0,1586,104.68,145.0,4100.0,4040100,15.702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.217673557208654,25000,18.9,1197,82.0,114.0,4000.0,4068289,15.498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2007,11.918390573078392,80000,19.7,796,46.3,62.0,3000.0,4028049,9.121099999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2017,13.700099706452946,80000,15.4,2179,120.0,280.0,2800.0,4068289,18.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2015,13.864300722133706,70000,12.99,2494,100.6,200.0,3600.0,4060225,13.067939999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,12.84792653170257,27500,18.5,1197,82.9,113.8,4000.0,4048144,15.336500000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,13.592367006650065,110000,12.99,2494,100.6,200.0,3600.0,4052169,13.067939999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2010,12.206072645530174,120000,15.7,1390,75.0,110.0,3000.0,4040100,11.774999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.458835614025542,70000,28.09,1248,88.5,200.0,1750.0,4064256,24.85965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2002,12.345830240069793,290000,13.1,2446,75.0,151.0,2400.0,4008004,9.825,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2010,12.611537753638338,74000,12.8,2354,177.6,222.0,4300.0,4040100,22.7328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2007,12.254862809699606,140000,17.7,1497,78.0,12.7,2700.0,4028049,13.806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,12.821258284620408,40000,20.89,1197,81.8,113.0,4200.0,4068289,17.08802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.304684934198283,20000,21.4,1197,83.1,115.0,4000.0,4076361,17.783399999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2020,13.604789526648622,15000,24.3,1248,88.5,200.0,1750.0,4080400,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2006,11.289781913656018,35000,19.369999999999997,1248,81.86,160.0,3000.0,4024036,15.856281999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,12.75419405403986,16000,23.84,1199,84.0,114.0,3500.0,4076361,20.025599999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2005,10.915088464214607,130000,13.0,1343,90.0,11.3,4700.0,4020025,11.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.429216196844383,118000,13.93,2179,138.03,320.0,2700.0,4048144,19.227579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2013,13.304684934198283,50000,20.77,1248,88.8,200.0,1750.0,4052169,18.443759999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2016,12.706847933442663,60000,15.37,1196,73.0,101.0,3000.0,4064256,11.2201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,12.89921982609012,147000,18.6,1197,81.83,114.7,4000.0,4056196,15.22038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2014,13.017002861746503,100000,19.1,1197,85.8,114.0,4000.0,4056196,16.3878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2017,13.592367006650065,55000,24.52,1248,88.5,200.0,1750.0,4068289,21.7002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2010,12.323855681186558,64000,21.1,1248,73.9,113.0,4500.0,4040100,15.5929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2002,10.915088464214607,100000,17.3,993,60.0,78.0,4500.0,4008004,10.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2016,13.710150042306449,50000,24.52,1248,88.5,200.0,1750.0,4064256,21.7002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2014,14.73180128983843,30000,9.0,1984,181.0,400.0,2500.0,4056196,16.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2018,13.049792684569493,30000,20.51,998,67.04,90.0,3500.0,4072324,13.749904000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2004,11.156250521031495,150000,17.3,993,60.0,78.0,4500.0,4016016,10.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.89921982609012,24177,17.57,1193,88.7,140.0,4000.0,4064256,15.58459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.128111104060462,80000,16.1,1405,70.0,13.5,2500.0,4048144,11.270000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2006,11.84939770159144,150000,18.9,998,67.1,90.0,3500.0,4024036,12.681899999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2015,12.936033799212835,120000,21.04,1461,83.8,200.0,1900.0,4060225,17.63152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2012,13.184398768323781,121779,12.05,2179,120.0,290.0,2800.0,4048144,14.460000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2017,13.304684934198283,56000,27.39,1248,74.0,190.0,2000.0,4068289,20.268600000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2008,11.918390573078392,100000,15.0,1586,104.68,145.0,4100.0,4032064,15.702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2018,13.038979594549872,12000,20.4,1197,81.8,113.0,4200.0,4072324,16.687199999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.592367006650065,15381,24.3,1248,88.5,200.0,1750.0,4068289,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.644327576461329,5000,13.6,2523,63.0,1765.197,1500.0,4044121,8.568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2014,13.071070083016778,40000,19.01,1461,108.5,248.0,2250.0,4056196,20.62585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.644327576461329,35000,26.6,998,58.16,77.0,3500.0,4064256,15.470559999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,12.765688433465597,10000,23.95,998,67.05,90.0,3500.0,4072324,16.058474999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,14.403297222866392,10000,16.0,2179,140.0,330.0,2800.0,4076361,22.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2018,13.369223455335854,25000,22.0,1197,81.8,113.0,4200.0,4072324,17.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,12.765688433465597,50000,20.51,998,67.0,90.0,3500.0,4068289,13.741700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2018,13.304684934198283,30000,17.0,1198,108.5,170.0,4000.0,4072324,18.445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.262125319779487,23000,23.9,1582,126.2,259.9,2750.0,4060225,30.161800000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.789166582624672,15000,16.55,2498,105.0,247.0,2000.0,4076361,17.3775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2018,13.005829561148378,5000,20.51,998,67.0,90.0,3500.0,4072324,13.741700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2015,13.270783382522602,15000,20.77,1248,88.76,200.0,1750.0,4060225,18.435451999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2020,13.864300722133706,20000,22.1,1396,88.7,219.7,2750.0,4080400,19.602700000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.304684934198283,50000,22.77,1498,98.59,205.0,3250.0,4060225,22.448943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,12.821258284620408,40000,18.16,1196,86.8,112.0,4000.0,4068289,15.762880000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2007,11.918390573078392,70000,18.2,1061,64.0,84.0,3500.0,4028049,11.648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2017,13.087771932634709,15000,23.1,998,67.04,90.0,3500.0,4068289,15.486240000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.060487973686241,10000,18.9,1197,82.0,114.0,4000.0,4064256,15.498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.764217263576723,25000,24.3,1248,88.5,200.0,1750.0,4072324,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,13.017002861746503,50000,17.01,1591,121.3,154.9,4200.0,4052169,20.63313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2011,12.751299696013497,70000,17.6,1496,88.7,132.0,3000.0,4044121,15.6112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2020,13.304684934198283,5000,20.89,1197,81.8,113.0,4200.0,4080400,17.08802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2009,12.611537753638338,60000,19.0,998,66.1,90.0,3500.0,4036081,12.558999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2007,11.982929094215963,74800,18.2,998,67.1,90.0,3500.0,4028049,12.2122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
